Date,Hour,PJM-E,PJM-W,NI,DAY,AEP,DUQ,DOM
03/27/10,400,25697,4872,9143,1672,14544,1357,9233
03/27/10,500,25985,4971,9059,1683,14815,1381,9391
03/27/10,600,26951,5143,9117,1728,15185,1422,9796
03/27/10,700,28462,5377,9353,1834,15854,1468,10451
03/27/10,800,29668,5616,9842,1931,16470,1493,11014
03/27/10,900,30984,5719,10051,1985,16767,1539,11268
03/27/10,1000,31445,5701,10363,2019,16654,1594,11068
03/27/10,1100,31309,5587,10456,1991,16088,1601,10680
03/27/10,1200,30766,5387,10492,1912,15559,1575,10251
03/27/10,1300,29818,5206,10373,1849,14825,1544,9904
03/27/10,1400,28849,5012,10225,1790,14465,1530,9473
03/27/10,1500,28062,4856,9960,1724,13892,1493,9101
03/27/10,1600,27532,4772,9797,1685,13405,1476,8881
03/27/10,1700,27390,4757,9682,1655,13327,1447,8821
03/27/10,1800,27664,4740,9715,1643,13235,1439,8933
03/27/10,1900,28110,4773,9797,1631,13284,1431,9161
03/27/10,2000,30140,5012,9972,1658,13605,1473,9915
03/27/10,2100,31206,5262,10648,1752,14431,1522,10447
03/27/10,2200,30620,5194,10644,1725,14334,1494,10318
03/27/10,2300,29369,4998,10410,1655,13915,1470,9968
03/27/10,2400,27783,4707,9920,1543,13282,1368,9460
03/26/10,100,23890,4458,10616,1863,14016,1408,7322
03/26/10,200,22822,4286,10038,1812,13745,1344,6995
03/26/10,300,22332,4270,9740,1786,13473,1324,6858
03/26/10,400,22234,4259,9517,1775,13544,1333,6894
03/26/10,500,22727,4379,9520,1823,13783,1365,7072
03/26/10,600,24792,4714,9762,1950,14566,1458,7689
03/26/10,700,28802,5331,10416,2159,16065,1624,8933
03/26/10,800,31375,5673,11483,2308,17037,1752,9736
03/26/10,900,32154,5733,11997,2323,17073,1763,9829
03/26/10,1000,32676,5766,12151,2320,17137,1787,9902
03/26/10,1100,33139,5825,12190,2301,17122,1787,9986
03/26/10,1200,33047,5787,12197,2257,16900,1781,10069
03/26/10,1300,32709,5646,12069,2214,16740,1769,10034
03/26/10,1400,32322,5528,11914,2184,16564,1757,10066
03/26/10,1500,31728,5369,11859,2118,16100,1713,9966
03/26/10,1600,31128,5264,11606,2038,15728,1682,9999
03/26/10,1700,31034,5239,11349,1991,15534,1645,10126
03/26/10,1800,31069,5180,11174,1939,15248,1610,10335
03/26/10,1900,31121,5213,11036,1916,15138,1600,10429
03/26/10,2000,32557,5388,11070,1924,15479,1611,10756
03/26/10,2100,33242,5735,11748,2056,16336,1689,10949
03/26/10,2200,32410,5640,11876,2054,16539,1654,10685
03/26/10,2300,30690,5459,11630,1971,16191,1608,10268
03/26/10,2400,28668,5155,11026,1854,15495,1498,9746
03/25/10,100,24381,4410,9726,1565,12949,1341,7543
03/25/10,200,23533,4348,9160,1501,12550,1294,7299
03/25/10,300,23182,4324,8848,1476,12450,1290,7250
03/25/10,400,23190,4370,8654,1468,12395,1269,7334
03/25/10,500,23869,4500,8631,1495,12732,1309,7642
03/25/10,600,26127,4869,8833,1621,13616,1389,8488
03/25/10,700,30202,5442,9482,1858,15186,1544,9937
03/25/10,800,32034,5691,10673,2021,16214,1645,10518
03/25/10,900,32041,5601,11390,2011,16151,1660,10183
03/25/10,1000,31642,5522,11682,2020,16039,1700,9966
03/25/10,1100,31725,5476,11824,2030,16040,1700,9859
03/25/10,1200,31604,5392,11976,2025,15872,1701,9666
03/25/10,1300,31342,5313,11990,2041,15643,1709,9552
03/25/10,1400,31066,5238,12040,2028,15701,1701,9469
03/25/10,1500,30751,5147,12056,2018,15540,1674,9356
03/25/10,1600,30351,5116,11968,1998,15450,1662,9311
03/25/10,1700,30278,5164,11918,2022,15405,1705,9235
03/25/10,1800,30345,5270,11911,2066,15628,1687,9301
03/25/10,1900,30526,5385,11873,2092,15863,1705,9455
03/25/10,2000,32003,5626,11869,2148,16159,1732,9993
03/25/10,2100,32143,5686,12516,2189,16504,1737,10147
03/25/10,2200,30605,5443,12580,2142,16242,1661,9582
03/25/10,2300,27991,5070,12141,2028,15484,1570,8696
03/25/10,2400,25600,4703,11378,1923,14675,1470,7904
03/24/10,100,25061,4810,9756,1613,14207,1415,8191
03/24/10,200,24065,4693,9204,1595,13887,1369,8002
03/24/10,300,23587,4591,8905,1576,13814,1347,7937
03/24/10,400,23524,4613,8732,1594,13798,1351,8012
03/24/10,500,24115,4731,8721,1644,14164,1370,8317
03/24/10,600,26240,5081,8933,1771,15061,1458,9154
03/24/10,700,30249,5609,9640,2026,16741,1611,10640
03/24/10,800,32120,5870,10797,2160,17266,1678,11109
03/24/10,900,32112,5695,11347,2138,17123,1710,10654
03/24/10,1000,31859,5604,11616,2107,16651,1720,10220
03/24/10,1100,31720,5533,11721,2092,16154,1718,9927
03/24/10,1200,31459,5412,11780,2056,15608,1715,9714
03/24/10,1300,31067,5281,11733,2037,15305,1685,9616
03/24/10,1400,30787,5249,11618,1995,15040,1695,9403
03/24/10,1500,30399,5098,11607,1959,14787,1667,9391
03/24/10,1600,30022,5051,11541,1906,14484,1657,9324
03/24/10,1700,29863,5062,11406,1866,14310,1635,9303
03/24/10,1800,29833,5008,11315,1837,14312,1652,9341
03/24/10,1900,29760,5094,11321,1840,14331,1610,9331
03/24/10,2000,31358,5296,11335,1880,14749,1601,9839
03/24/10,2100,32082,5525,11841,1983,15472,1651,10195
03/24/10,2200,30857,5377,11741,1931,15318,1622,9654
03/24/10,2300,28395,5090,11260,1813,14569,1527,8879
03/24/10,2400,26058,4683,10501,1670,13584,1411,8048
03/23/10,100,23697,4203,9932,1757,14092,1289,7463
03/23/10,200,22628,4077,9414,1695,13651,1240,7229
03/23/10,300,22094,4105,9121,1675,13543,1222,7159
03/23/10,400,21947,4103,8961,1662,13599,1225,7233
03/23/10,500,22427,4174,8963,1693,13885,1249,7491
03/23/10,600,24351,4456,9227,1820,14756,1338,8369
03/23/10,700,28326,5133,9904,2049,16380,1510,9847
03/23/10,800,30520,5493,11115,2211,17331,1619,10658
03/23/10,900,30926,5532,11639,2192,17264,1660,10525
03/23/10,1000,31046,5557,11778,2183,17337,1697,10448
03/23/10,1100,31208,5642,11749,2197,17400,1716,10470
03/23/10,1200,31267,5630,11745,2181,17274,1751,10334
03/23/10,1300,31298,5625,11695,2152,17167,1772,10155
03/23/10,1400,31293,5672,11581,2109,16939,1783,10015
03/23/10,1500,31000,5626,11558,2048,16593,1779,9896
03/23/10,1600,31011,5664,11412,1984,16242,1774,9861
03/23/10,1700,31321,5798,11247,1950,15949,1753,9924
03/23/10,1800,31847,5908,11056,1918,15884,1753,10133
03/23/10,1900,32091,5983,10930,1883,15800,1761,10254
03/23/10,2000,33243,6163,10882,1902,15961,1751,10780
03/23/10,2100,33205,6160,11563,2033,16819,1739,10916
03/23/10,2200,31621,5888,11662,1987,16595,1670,10367
03/23/10,2300,29295,5487,11254,1878,15820,1594,9585
03/23/10,2400,26827,5094,10529,1728,14921,1473,8819
03/22/10,100,22389,3880,9583,1537,12100,1273,7114
03/22/10,200,21446,3825,9205,1499,12058,1239,6807
03/22/10,300,20996,3816,8945,1496,11954,1223,6684
03/22/10,400,20801,3736,8872,1497,12019,1227,6627
03/22/10,500,21336,3871,8889,1545,12316,1249,6845
03/22/10,600,23268,4236,9185,1665,13145,1324,7524
03/22/10,700,27147,4758,9942,1922,14678,1516,8741
03/22/10,800,29581,5080,11187,2096,15758,1580,9537
03/22/10,900,30263,5155,11724,2110,15972,1618,9585
03/22/10,1000,30767,5262,11822,2140,15959,1651,9675
03/22/10,1100,31420,5289,11809,2174,16008,1686,9805
03/22/10,1200,31692,5285,11849,2182,15975,1720,9836
03/22/10,1300,31737,5250,11818,2185,15975,1710,9780
03/22/10,1400,31646,5245,11714,2171,15928,1725,9680
03/22/10,1500,31356,5112,11668,2145,15752,1714,9631
03/22/10,1600,31262,5094,11487,2107,15624,1692,9521
03/22/10,1700,31499,5112,11312,2110,15672,1682,9514
03/22/10,1800,31947,5111,11152,2131,15840,1658,9566
03/22/10,1900,31973,5174,11056,2153,16081,1631,9639
03/22/10,2000,32740,5355,11166,2174,16495,1661,10000
03/22/10,2100,32284,5496,11879,2185,16892,1675,10242
03/22/10,2200,30522,5185,11934,2113,16434,1610,9687
03/22/10,2300,28026,4899,11489,1977,15835,1460,8832
03/22/10,2400,25519,4465,10737,1844,14808,1361,8059
03/21/10,100,22510,3877,10069,1398,11743,1231,7266
03/21/10,200,21371,3727,9535,1355,11520,1201,6921
03/21/10,300,20758,3686,9184,1333,11372,1175,6727
03/21/10,400,20532,3675,8959,1330,11477,1154,6682
03/21/10,500,20566,3712,8871,1349,11548,1161,6698
03/21/10,600,20983,3765,8874,1378,11818,1203,6863
03/21/10,700,21900,3991,8997,1451,12252,1247,7312
03/21/10,800,22792,4204,9257,1534,12993,1272,7751
03/21/10,900,24328,4474,9329,1610,13494,1299,8313
03/21/10,1000,25520,4592,9633,1681,13704,1335,8625
03/21/10,1100,26106,4588,9835,1701,13457,1379,8702
03/21/10,1200,26250,4530,9984,1694,13209,1397,8639
03/21/10,1300,26328,4487,9938,1679,13094,1422,8695
03/21/10,1400,26224,4398,9842,1649,12891,1425,8685
03/21/10,1500,25966,4384,9732,1607,12743,1429,8578
03/21/10,1600,25919,4352,9650,1599,12511,1423,8517
03/21/10,1700,26063,4364,9543,1600,12633,1428,8608
03/21/10,1800,26366,4448,9599,1619,12855,1435,8753
03/21/10,1900,26931,4497,9744,1652,13116,1435,8950
03/21/10,2000,28921,4831,10079,1727,13683,1491,9520
03/21/10,2100,29502,5042,10886,1816,14354,1522,9734
03/21/10,2200,28172,4788,10993,1768,13934,1490,9245
03/21/10,2300,26127,4452,10680,1667,13229,1425,8472
03/21/10,2400,24011,4096,10185,1600,12624,1347,7747
03/20/10,100,23654,4188,9704,1428,12413,1295,7628
03/20/10,200,22509,4041,9161,1387,12224,1292,7384
03/20/10,300,21916,3976,8782,1358,12058,1259,7230
03/20/10,400,21681,3992,8592,1343,12136,1240,7266
03/20/10,500,21885,4082,8591,1361,12296,1255,7443
03/20/10,600,22566,4210,8706,1411,12782,1294,7792
03/20/10,700,24030,4506,9007,1513,13479,1359,8450
03/20/10,800,25291,4719,9592,1621,14274,1396,9041
03/20/10,900,26791,4930,10012,1683,14721,1441,9499
03/20/10,1000,27751,4968,10537,1734,14704,1481,9529
03/20/10,1100,28181,4955,10903,1739,14454,1499,9385
03/20/10,1200,28078,4816,11118,1714,13974,1516,9162
03/20/10,1300,27701,4710,11127,1687,13686,1515,9014
03/20/10,1400,27179,4548,10999,1637,13453,1494,8843
03/20/10,1500,26744,4486,10824,1616,13209,1480,8692
03/20/10,1600,26435,4439,10756,1577,12920,1460,8639
03/20/10,1700,26344,4464,10726,1580,12946,1456,8647
03/20/10,1800,26379,4479,10710,1576,12906,1421,8676
03/20/10,1900,26451,4457,10832,1575,12965,1409,8724
03/20/10,2000,27915,4655,11013,1594,13301,1454,9052
03/20/10,2100,28485,4866,11517,1697,13886,1524,9384
03/20/10,2200,27537,4707,11434,1668,13629,1486,9022
03/20/10,2300,25969,4421,11170,1581,13023,1413,8469
03/20/10,2400,24195,4134,10632,1491,12354,1305,7817
03/19/10,100,24310,4450,9589,1609,12981,1352,7916
03/19/10,200,23349,4405,9024,1555,12815,1308,7739
03/19/10,300,22991,4428,8679,1524,12721,1289,7732
03/19/10,400,23019,4415,8483,1520,12884,1275,7909
03/19/10,500,23715,4560,8448,1570,13261,1320,8271
03/19/10,600,25826,4943,8617,1691,14187,1405,9193
03/19/10,700,29791,5544,9275,1940,15915,1551,10765
03/19/10,800,31829,5811,10431,2096,17005,1667,11443
03/19/10,900,31843,5720,11011,2077,16766,1679,11041
03/19/10,1000,31544,5590,11206,2057,16349,1697,10434
03/19/10,1100,31477,5437,11292,2026,15917,1706,10119
03/19/10,1200,31306,5314,11396,2002,15451,1726,9808
03/19/10,1300,30939,5209,11425,1975,15172,1712,9634
03/19/10,1400,30654,5094,11385,1948,14852,1705,9552
03/19/10,1500,30295,4981,11369,1902,14541,1700,9408
03/19/10,1600,29844,4877,11226,1836,14090,1668,9279
03/19/10,1700,29543,4815,11032,1792,13954,1656,9250
03/19/10,1800,29292,4810,10843,1762,13803,1596,9207
03/19/10,1900,28948,4845,10697,1733,13650,1562,9088
03/19/10,2000,30118,5026,10744,1755,13840,1553,9399
03/19/10,2100,30441,5213,11328,1834,14609,1605,9697
03/19/10,2200,29236,5014,11280,1803,14483,1578,9306
03/19/10,2300,27380,4780,10963,1696,13905,1484,8755
03/19/10,2400,25417,4450,10349,1558,13049,1398,8134
03/18/10,100,24720,4583,9645,1639,13073,1382,8082
03/18/10,200,23907,4514,9106,1597,12807,1339,7857
03/18/10,300,23561,4529,8815,1575,12809,1320,7832
03/18/10,400,23706,4517,8630,1585,12880,1338,8020
03/18/10,500,24510,4782,8630,1626,13267,1369,8393
03/18/10,600,26801,5104,8835,1773,14310,1447,9313
03/18/10,700,30966,5760,9502,2020,15962,1607,10876
03/18/10,800,32931,6010,10722,2180,16960,1703,11550
03/18/10,900,32707,5894,11310,2161,16657,1710,11105
03/18/10,1000,32147,5685,11438,2125,16226,1715,10535
03/18/10,1100,31839,5503,11456,2096,15949,1714,10110
03/18/10,1200,31576,5392,11522,2053,15592,1716,9810
03/18/10,1300,31164,5285,11494,2036,15354,1682,9625
03/18/10,1400,30951,5172,11473,2014,15111,1698,9542
03/18/10,1500,30564,5089,11465,1966,14827,1704,9475
03/18/10,1600,30188,5040,11350,1912,14440,1655,9430
03/18/10,1700,30012,5021,11222,1863,14298,1653,9377
03/18/10,1800,29893,5047,11051,1858,14226,1637,9356
03/18/10,1900,29732,5059,10915,1841,14171,1605,9344
03/18/10,2000,31394,5310,10850,1865,14548,1615,9926
03/18/10,2100,32074,5547,11586,2016,15465,1680,10298
03/18/10,2200,30739,5430,11578,1978,15288,1643,9878
03/18/10,2300,28353,5072,11135,1847,14554,1544,9120
03/18/10,2400,26030,4696,10357,1714,13700,1425,8387
03/17/10,100,25438,4702,9730,1640,13968,1380,8911
03/17/10,200,24541,4653,9182,1596,13514,1324,8790
03/17/10,300,24260,4681,8889,1579,13439,1325,8852
03/17/10,400,24396,4744,8747,1583,13510,1310,9049
03/17/10,500,25150,4921,8743,1644,13809,1358,9450
03/17/10,600,27589,5306,8989,1778,14738,1427,10469
03/17/10,700,31835,5985,9704,2032,16454,1584,12071
03/17/10,800,33809,6257,10953,2204,17451,1683,12776
03/17/10,900,33515,6098,11543,2179,17144,1732,12129
03/17/10,1000,32682,5872,11620,2151,16730,1741,11215
03/17/10,1100,32280,5697,11591,2115,16200,1740,10627
03/17/10,1200,31842,5530,11608,2068,15698,1772,10200
03/17/10,1300,31429,5337,11587,2040,15312,1730,9875
03/17/10,1400,31124,5282,11528,2007,15089,1725,9725
03/17/10,1500,30622,5182,11520,1983,14797,1712,9552
03/17/10,1600,30220,5140,11411,1924,14393,1684,9369
03/17/10,1700,30051,5040,11246,1880,14309,1666,9367
03/17/10,1800,29925,5115,11079,1866,14185,1635,9440
03/17/10,1900,29850,5076,10902,1850,14258,1591,9545
03/17/10,2000,31555,5400,10854,1875,14752,1647,10171
03/17/10,2100,32257,5624,11582,2008,15597,1682,10475
03/17/10,2200,30900,5451,11567,1970,15410,1641,9976
03/17/10,2300,28599,5135,11121,1851,14639,1562,9293
03/17/10,2400,26336,4785,10406,1717,13644,1455,8531
03/16/10,100,26822,5028,10076,1746,14296,1431,8902
03/16/10,200,25706,4873,9499,1681,13827,1395,8587
03/16/10,300,25186,4782,9159,1644,13581,1363,8479
03/16/10,400,25082,4757,8983,1640,13564,1377,8542
03/16/10,500,25670,4870,8956,1669,13949,1400,8789
03/16/10,600,27734,5246,9199,1799,14816,1492,9609
03/16/10,700,31735,5784,9851,2026,16284,1653,10977
03/16/10,800,33663,6045,11110,2177,17291,1735,11654
03/16/10,900,33538,5929,11666,2166,17056,1739,11459
03/16/10,1000,33058,5798,11703,2139,16866,1708,11252
03/16/10,1100,32706,5704,11646,2113,16668,1699,11128
03/16/10,1200,32302,5610,11667,2077,16343,1704,10841
03/16/10,1300,31817,5475,11628,2043,15988,1705,10539
03/16/10,1400,31431,5427,11534,2027,15738,1696,10255
03/16/10,1500,30899,5300,11487,1986,15537,1697,10046
03/16/10,1600,30405,5169,11358,1906,15098,1695,9867
03/16/10,1700,30140,5157,11183,1845,15015,1672,9783
03/16/10,1800,30135,5171,11023,1867,15027,1662,9794
03/16/10,1900,30260,5201,10891,1859,15056,1660,9904
03/16/10,2000,32266,5574,10957,1905,15589,1664,10658
03/16/10,2100,32903,5766,11659,2030,16318,1696,11057
03/16/10,2200,31688,5607,11643,1984,16119,1645,10704
03/16/10,2300,29494,5278,11236,1858,15447,1554,10052
03/16/10,2400,27223,4991,10484,1730,14535,1442,9300
03/15/10,100,25243,4537,9503,1690,13363,1330,8173
03/15/10,200,24279,4453,9062,1652,13032,1302,7918
03/15/10,300,23837,4449,8787,1637,13015,1263,7818
03/15/10,400,23825,4415,8645,1633,12880,1292,7900
03/15/10,500,24470,4547,8624,1669,13279,1319,8155
03/15/10,600,26608,4909,8885,1806,14166,1407,8909
03/15/10,700,30432,5483,9584,2046,15790,1548,10304
03/15/10,800,33064,5791,10900,2219,16871,1673,11113
03/15/10,900,33416,5849,11637,2226,16790,1720,10995
03/15/10,1000,33723,5883,11893,2213,16847,1760,10843
03/15/10,1100,34008,5981,12012,2213,17051,1788,10815
03/15/10,1200,34050,5958,12089,2215,16949,1769,10795
03/15/10,1300,33932,5927,12074,2225,16904,1768,10785
03/15/10,1400,33881,5887,11986,2213,16860,1747,10667
03/15/10,1500,33492,5840,11941,2192,16660,1759,10552
03/15/10,1600,33381,5864,11807,2141,16438,1754,10545
03/15/10,1700,33662,5905,11702,2126,16482,1741,10662
03/15/10,1800,34198,6012,11635,2137,16529,1741,11022
03/15/10,1900,34685,6136,11661,2140,16712,1733,11309
03/15/10,2000,35702,6326,11730,2159,16912,1747,11708
03/15/10,2100,35271,6294,12240,2204,17305,1749,11665
03/15/10,2200,33664,6078,12092,2132,16981,1713,11140
03/15/10,2300,31154,5682,11616,1994,16055,1611,10230
03/15/10,2400,28672,5276,10876,1846,15064,1518,9442
03/14/10,100,24733,4319,9699,1526,13023,1413,7742
03/14/10,200,23709,4224,9309,1472,12658,1235,7526
03/14/10,400,23166,4197,9022,1451,12546,1276,7399
03/14/10,500,23059,4179,8868,1442,12517,1253,7410
03/14/10,600,23294,4192,8740,1464,12501,1271,7546
03/14/10,700,24030,4316,8828,1512,12809,1295,7852
03/14/10,800,24982,4534,9034,1605,13427,1344,8324
03/14/10,900,26123,4739,9231,1662,13881,1373,8820
03/14/10,1000,27581,4943,9258,1727,14286,1402,9266
03/14/10,1100,28732,5076,9648,1780,14478,1442,9547
03/14/10,1200,29311,5152,9845,1820,14502,1461,9569
03/14/10,1300,29458,5193,9899,1849,14563,1476,9677
03/14/10,1400,29250,5165,9913,1836,14565,1507,9675
03/14/10,1500,28927,5101,9823,1815,14437,1494,9523
03/14/10,1600,28822,5066,9711,1830,14321,1483,9442
03/14/10,1700,29110,5122,9618,1865,14414,1505,9432
03/14/10,1800,29580,5181,9551,1903,14644,1536,9627
03/14/10,1900,30439,5282,9809,1914,14792,1540,9910
03/14/10,2000,31880,5504,10243,1975,15372,1594,10523
03/14/10,2100,31848,5538,10910,2022,15584,1624,10614
03/14/10,2200,30774,5350,10797,1958,15229,1593,10169
03/14/10,2300,29011,5073,10613,1880,14643,1518,9508
03/14/10,2400,26991,4804,10095,1787,13924,1402,8776
03/13/10,100,26349,4462,9890,1471,12570,1339,7996
03/13/10,200,25333,4327,9374,1406,12103,1292,7705
03/13/10,300,24851,4278,9037,1371,11899,1296,7565
03/13/10,400,24588,4291,8794,1356,11738,1272,7495
03/13/10,500,24738,4340,8707,1366,11899,1279,7515
03/13/10,600,25462,4459,8744,1416,12236,1290,7701
03/13/10,700,26663,4664,9025,1504,12785,1360,8091
03/13/10,800,28055,4879,9406,1598,13477,1400,8587
03/13/10,900,30041,5145,9803,1706,14293,1451,9294
03/13/10,1000,31492,5383,10276,1787,14749,1511,9768
03/13/10,1100,32303,5459,10605,1851,14963,1542,9885
03/13/10,1200,32499,5460,10791,1868,15016,1561,9798
03/13/10,1300,32264,5375,10854,1857,14825,1602,9588
03/13/10,1400,31891,5319,10759,1849,14761,1593,9253
03/13/10,1500,31519,5235,10690,1811,14501,1590,9099
03/13/10,1600,31208,5215,10655,1798,14378,1581,8940
03/13/10,1700,31086,5304,10644,1807,14522,1583,8985
03/13/10,1800,31449,5355,10767,1828,14657,1596,9152
03/13/10,1900,32320,5498,11047,1891,15026,1610,9602
03/13/10,2000,31848,5501,11430,1932,15340,1606,9802
03/13/10,2100,30942,5385,11303,1873,15152,1572,9550
03/13/10,2200,29643,5152,11090,1811,14774,1533,9228
03/13/10,2300,27987,4879,10749,1715,14205,1490,8727
03/13/10,2400,26305,4577,10216,1612,13436,1410,8193
03/12/10,100,24684,4380,9654,1588,12692,1356,7568
03/12/10,200,23752,4229,9091,1528,12309,1319,7289
03/12/10,300,23311,4201,8768,1497,12199,1281,7183
03/12/10,400,23303,4134,8637,1479,12162,1250,7149
03/12/10,500,23961,4217,8638,1511,12511,1301,7372
03/12/10,600,26000,4531,8872,1648,13310,1372,8058
03/12/10,700,29784,5061,9597,1860,14721,1500,9313
03/12/10,800,32047,5400,10451,1957,15353,1626,9821
03/12/10,900,32825,5385,11033,1983,15384,1639,10005
03/12/10,1000,33287,5388,11293,2005,15382,1637,10063
03/12/10,1100,33647,5439,11400,2023,15358,1681,10112
03/12/10,1200,33666,5473,11488,2008,15270,1714,10079
03/12/10,1300,33534,5384,11471,1981,15193,1714,9997
03/12/10,1400,33284,5397,11413,1955,15044,1732,9934
03/12/10,1500,32997,5364,11403,1929,14807,1680,9846
03/12/10,1600,33057,5276,11321,1861,14497,1646,9833
03/12/10,1700,33677,5375,11304,1862,14582,1653,9977
03/12/10,1800,34485,5453,11477,1845,14607,1660,10344
03/12/10,1900,35210,5637,11851,1892,14821,1696,10649
03/12/10,2000,34525,5610,12149,1925,15169,1695,10451
03/12/10,2100,33556,5493,11932,1870,14976,1608,10157
03/12/10,2200,32058,5305,11632,1805,14650,1585,9690
03/12/10,2300,30132,5025,11231,1703,14071,1465,9125
03/12/10,2400,28079,4675,10600,1577,13292,1376,8496
03/11/10,100,25159,4669,9640,1573,13148,1333,7607
03/11/10,200,24272,4582,9084,1514,12864,1297,7440
03/11/10,300,23911,4528,8790,1485,12860,1293,7315
03/11/10,400,23915,4562,8647,1485,12820,1273,7379
03/11/10,500,24600,4687,8630,1532,13203,1330,7658
03/11/10,600,26865,5061,8859,1655,14108,1425,8499
03/11/10,700,30414,5589,9568,1904,15644,1561,9699
03/11/10,800,32268,5732,10569,2005,16234,1611,10189
03/11/10,900,32476,5681,11403,2017,16165,1654,9976
03/11/10,1000,32292,5545,11833,2038,15949,1676,9826
03/11/10,1100,32180,5458,12060,2058,15824,1684,9786
03/11/10,1200,31993,5352,12210,2044,15571,1704,9749
03/11/10,1300,31607,5321,12112,2035,15387,1697,9668
03/11/10,1400,31421,5224,11989,2013,15328,1679,9588
03/11/10,1500,30985,5128,11921,1988,15124,1690,9490
03/11/10,1600,30762,5070,11790,1957,14841,1685,9413
03/11/10,1700,31163,5149,11605,1956,14917,1667,9490
03/11/10,1800,32178,5256,11523,1984,15224,1677,9840
03/11/10,1900,33856,5570,11701,2025,15788,1722,10503
03/11/10,2000,33723,5691,12297,2073,16101,1719,10529
03/11/10,2100,32891,5553,12162,2029,15768,1664,10254
03/11/10,2200,31184,5299,11853,1946,15329,1607,9670
03/11/10,2300,28671,4977,11288,1817,14391,1504,8867
03/11/10,2400,26352,4653,10443,1681,13499,1420,8111
03/10/10,100,25383,4867,9878,1617,13144,1382,8293
03/10/10,200,24661,4763,9346,1565,12802,1342,8142
03/10/10,300,24400,4794,9062,1540,12603,1286,8092
03/10/10,400,24627,4766,8865,1529,12809,1343,8156
03/10/10,500,25462,4980,8830,1579,13029,1348,8545
03/10/10,600,27907,5277,9063,1703,14025,1402,9482
03/10/10,700,31539,5838,9784,1932,15606,1584,10805
03/10/10,800,33227,6044,10892,2060,16349,1654,11198
03/10/10,900,33177,5975,11554,2061,16221,1687,10853
03/10/10,1000,32903,5839,11820,2065,16168,1695,10548
03/10/10,1100,32650,5773,11885,2085,15929,1723,10310
03/10/10,1200,32305,5628,11998,2049,15669,1713,10043
03/10/10,1300,31958,5534,11952,2036,15480,1715,9769
03/10/10,1400,31709,5428,11879,2018,15303,1719,9609
03/10/10,1500,31216,5342,11822,1981,15057,1692,9515
03/10/10,1600,30958,5288,11617,1939,14871,1670,9486
03/10/10,1700,31288,5347,11449,1901,14825,1661,9510
03/10/10,1800,32298,5477,11372,1908,14827,1649,9812
03/10/10,1900,34257,5713,11465,1946,15319,1697,10490
03/10/10,2000,34178,5936,12138,2036,15875,1722,10592
03/10/10,2100,33401,5833,12052,2022,15867,1664,10347
03/10/10,2200,31692,5575,11789,1935,15524,1595,9766
03/10/10,2300,29230,5259,11265,1796,14700,1470,8980
03/10/10,2400,26825,4903,10438,1672,13813,1344,8159
03/09/10,100,25807,5121,10172,1668,14231,1400,9189
03/09/10,200,25067,5076,9714,1633,14193,1376,9121
03/09/10,300,24899,5111,9448,1674,14290,1371,9297
03/09/10,400,25073,5179,9311,1665,14442,1376,9474
03/09/10,500,25971,5373,9292,1724,14852,1423,10083
03/09/10,600,28453,5788,9577,1868,15883,1464,11187
03/09/10,700,32082,6367,10323,2120,17602,1600,12651
03/09/10,800,33458,6484,11297,2205,18049,1684,12822
03/09/10,900,33023,6249,11835,2176,17552,1718,11856
03/09/10,1000,32449,5992,11955,2146,16885,1720,11033
03/09/10,1100,32243,5791,11907,2130,16394,1729,10518
03/09/10,1200,31838,5650,11899,2071,15861,1735,10129
03/09/10,1300,31506,5511,11878,2049,15525,1722,9855
03/09/10,1400,31236,5418,11861,2024,15285,1724,9683
03/09/10,1500,30749,5317,11861,2000,14990,1731,9537
03/09/10,1600,30405,5213,11794,1941,14696,1688,9362
03/09/10,1700,30520,5084,11777,1939,14692,1682,9389
03/09/10,1800,31144,5390,11771,1971,14787,1668,9676
03/09/10,1900,33360,5780,11947,2046,15485,1742,10611
03/09/10,2000,33711,6015,12538,2101,16038,1761,10865
03/09/10,2100,33043,5901,12416,2066,15942,1712,10720
03/09/10,2200,31429,5741,12113,1975,15522,1678,10176
03/09/10,2300,29046,5395,11546,1841,14691,1569,9421
03/09/10,2400,26858,5102,10683,1704,13734,1445,8705
03/08/10,100,26065,5076,9715,1652,14400,1423,9261
03/08/10,200,25360,5039,9264,1620,14214,1427,9230
03/08/10,300,25206,5040,9079,1612,14168,1431,9366
03/08/10,400,25522,5180,8981,1628,14259,1432,9650
03/08/10,500,26497,5343,9020,1685,14680,1465,10221
03/08/10,600,29075,5801,9345,1843,15608,1522,11292
03/08/10,700,32777,6301,10097,2103,17316,1652,12689
03/08/10,800,34113,6467,11152,2201,17802,1716,12899
03/08/10,900,33627,6225,11794,2197,17574,1782,12033
03/08/10,1000,33248,6014,12063,2167,17125,1771,11280
03/08/10,1100,32976,5868,12150,2146,16621,1777,10824
03/08/10,1200,32545,5760,12196,2102,16058,1766,10444
03/08/10,1300,31973,5613,12130,2069,15853,1725,10133
03/08/10,1400,31546,5479,12064,2044,15548,1714,9883
03/08/10,1500,31036,5412,12029,2008,15217,1685,9719
03/08/10,1600,30671,5314,11925,1950,14844,1658,9563
03/08/10,1700,30748,5341,11838,1913,14783,1650,9567
03/08/10,1800,31673,5468,11894,1922,14870,1643,9805
03/08/10,1900,34007,5904,12160,1990,15657,1720,10811
