DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK
10/20/12,500,20721,3816,8285,1398,11477,1231,6798,5631,2172
10/20/12,600,21206,3916,8286,1445,11773,1254,7008,5759,2228
10/20/12,700,22351,4110,8628,1543,12269,1292,7428,6082,2326
10/20/12,800,23509,4331,9140,1642,12855,1331,7940,6407,2468
10/20/12,900,24909,4520,9415,1701,13393,1370,8435,6577,2577
10/20/12,1000,26054,4654,9694,1743,13658,1423,8851,6812,2675
10/20/12,1100,26617,4712,9821,1753,13736,1448,8952,6941,2730
10/20/12,1200,26661,4680,9879,1744,13716,1463,8943,6897,2741
10/20/12,1300,26459,4623,9806,1726,13448,1469,8881,6827,2677
10/20/12,1400,26149,4576,9713,1684,13310,1463,8777,6784,2643
10/20/12,1500,25788,4500,9519,1654,13067,1456,8759,6646,2600
10/20/12,1600,25644,4449,9401,1614,12945,1442,8689,6589,2588
10/20/12,1700,25799,4433,9283,1634,12917,1439,8743,6603,2578
10/20/12,1800,26140,4472,9274,1623,12952,1427,8771,6603,2533
10/20/12,1900,27523,4659,9400,1652,12981,1482,9171,6777,2571
10/20/12,2000,28107,4837,10107,1732,13789,1535,9426,7038,2727
10/20/12,2100,27549,4781,10266,1735,13678,1510,9154,6957,2744
10/20/12,2200,26600,4614,10122,1686,13359,1469,8758,6738,2678
10/20/12,2300,25145,4388,9885,1606,12912,1412,8304,6417,2553
10/20/12,2400,23526,4155,9380,1519,12286,1352,7773,6073,2433
10/19/12,100,23314,4197,9530,1558,12320,1406,7536,6348,2319
10/19/12,200,22351,4043,8985,1502,12535,1358,7226,6122,2248
10/19/12,300,21826,3979,8646,1459,12108,1335,7075,6031,2196
10/19/12,400,21647,3969,8465,1452,12012,1322,7013,5987,2183
10/19/12,500,22085,4051,8403,1476,12304,1353,7184,6070,2236
10/19/12,600,23776,4311,8592,1585,12745,1409,7836,6415,2385
10/19/12,700,27166,4802,9252,1796,13983,1552,8946,7134,2691
10/19/12,800,29751,5057,10413,1940,14914,1652,9733,7737,2895
10/19/12,900,30629,5104,11165,1951,15494,1644,9849,7823,2881
10/19/12,1000,31279,5132,11316,1967,15192,1668,10017,7814,2900
10/19/12,1100,31818,5135,11384,1989,14990,1686,10144,7875,2930
10/19/12,1200,31933,5111,11444,1976,14932,1700,10217,7813,2921
10/19/12,1300,31797,5089,11401,1965,14642,1722,10278,7745,2907
10/19/12,1400,31675,5023,11321,1960,14688,1724,10352,7684,2898
10/19/12,1500,31420,4950,11277,1941,14531,1704,10349,7608,2893
10/19/12,1600,31178,4905,11118,1902,14229,1683,10339,7491,2857
10/19/12,1700,31049,4873,10997,1914,14276,1646,10294,7404,2853
10/19/12,1800,30954,4884,10922,1887,14181,1641,10228,7390,2841
10/19/12,1900,31609,5022,11058,1903,14271,1681,10240,7499,2837
10/19/12,2000,31635,5098,11522,1939,14564,1684,10273,7637,2917
10/19/12,2100,30639,4995,11443,1918,14492,1651,9935,7571,2889
10/19/12,2200,29194,4788,11114,1847,14140,1592,9414,7316,2805
10/19/12,2300,27130,4531,10751,1741,13461,1499,8704,6935,2667
10/19/12,2400,24950,4227,10141,1621,12776,1418,8039,6442,2506
10/18/12,100,23333,4207,9271,1519,12250,1366,7469,6226,2306
10/18/12,200,22439,4132,8750,1461,11717,1311,7151,6060,2198
10/18/12,300,22049,4049,8416,1413,11493,1294,7063,5926,2136
10/18/12,400,21951,4061,8227,1404,11499,1298,7113,5804,2111
10/18/12,500,22487,4160,8161,1436,11776,1336,7374,5966,2152
10/18/12,600,24536,4467,8346,1533,12495,1387,8140,6356,2309
10/18/12,700,28242,5051,9050,1764,13902,1534,9404,7000,2646
10/18/12,800,30040,5272,10290,1923,14820,1634,9984,7597,2861
10/18/12,900,30110,5285,10968,1929,14811,1629,9842,7702,2854
10/18/12,1000,30120,5257,11110,1927,14857,1651,9791,7801,2859
10/18/12,1100,30307,5174,11200,1952,14804,1647,9840,7897,2917
10/18/12,1200,30251,5229,11312,1947,14731,1695,9796,7827,2914
10/18/12,1300,30163,5164,11397,1952,14673,1711,9770,7860,2943
10/18/12,1400,30094,5166,11380,1950,14696,1723,9827,7865,2941
10/18/12,1500,29951,5117,11407,1947,14585,1709,9772,7759,2893
10/18/12,1600,29834,5070,11338,1907,14391,1692,9750,7589,2867
10/18/12,1700,30002,5134,11279,1878,14360,1706,9770,7526,2830
10/18/12,1800,30515,5235,11313,1862,14329,1698,9987,7465,2795
10/18/12,1900,31907,5413,11509,1866,14566,1736,10378,7580,2787
10/18/12,2000,32267,5589,11902,1974,15244,1741,10622,7970,2947
10/18/12,2100,31415,5481,11875,1963,15185,1694,10350,7949,2922
10/18/12,2200,29728,5160,11608,1888,14750,1637,9706,7656,2820
10/18/12,2300,27363,4837,11116,1774,13834,1531,8887,7126,2639
10/18/12,2400,25026,4425,10306,1644,12986,1448,8139,6669,2441
10/17/12,100,23582,4496,9445,1559,13190,1405,7525,6398,2318
10/17/12,200,22719,4375,8910,1502,12302,1370,7283,6156,2218
10/17/12,300,22337,4331,8575,1465,12154,1353,7219,6027,2144
10/17/12,400,22336,4361,8349,1448,12117,1342,7237,6004,2113
10/17/12,500,22946,4479,8252,1476,12444,1384,7490,6128,2186
10/17/12,600,25146,4804,8424,1592,13271,1429,8320,6453,2362
10/17/12,700,28962,5407,9063,1816,14533,1596,9575,7225,2687
10/17/12,800,30807,5652,10288,1963,15521,1678,10163,7765,2842
10/17/12,900,30765,5577,10819,1953,15566,1667,10089,7756,2814
10/17/12,1000,30478,5398,11072,1962,15304,1679,9862,7857,2865
10/17/12,1100,30245,5397,11284,1984,15206,1686,9404,7892,2916
10/17/12,1200,29996,5206,11533,1975,14937,1722,9553,7811,2922
10/17/12,1300,29881,5216,11592,1990,14801,1720,9415,7879,2951
10/17/12,1400,29790,5168,11631,1994,14712,1718,9411,7890,2975
10/17/12,1500,29625,5082,11669,1979,14588,1753,9468,7758,2978
10/17/12,1600,29513,5014,11605,1946,14514,1701,9455,7651,2973
10/17/12,1700,29609,5066,11595,1933,14555,1704,9511,7545,2931
10/17/12,1800,29917,5069,11813,1908,14443,1697,9628,7510,2901
10/17/12,1900,31309,5275,11887,1925,14792,1729,9967,7665,2886
10/17/12,2000,32152,5455,12090,2009,15213,1773,10361,7994,3038
10/17/12,2100,31355,5408,12005,1984,15265,1739,10120,7933,3041
10/17/12,2200,29720,5180,11648,1891,14707,1649,9543,7584,2903
10/17/12,2300,27235,4744,11041,1755,13700,1544,8772,7060,2679
10/17/12,2400,25000,4482,10081,1622,12954,1432,8024,6566,2466
10/16/12,100,22881,4156,9420,1594,12832,1351,7382,6305,2253
10/16/12,200,21924,3993,8870,1533,12345,1298,7040,6100,2168
10/16/12,300,21374,3937,8564,1512,11978,1311,6894,5992,2135
10/16/12,400,21153,3949,8429,1504,12169,1312,6865,5958,2134
10/16/12,500,21620,4017,8413,1548,12377,1327,7085,6087,2185
10/16/12,600,23541,4317,8646,1677,12974,1421,7813,6507,2363
10/16/12,700,27286,4860,9344,1919,14471,1565,9133,7309,2720
10/16/12,800,29216,5218,10565,2067,15458,1639,9681,7873,2903
10/16/12,900,29498,5225,11131,2042,15879,1690,9625,7866,2891
10/16/12,1000,29521,5241,11242,2031,15550,1694,9600,7898,2877
10/16/12,1100,29607,5264,11290,2025,15301,1727,9657,7896,2859
10/16/12,1200,29675,5296,11373,1994,15211,1736,9560,7914,2856
10/16/12,1300,29558,5179,11422,1983,14993,1728,9634,7865,2854
10/16/12,1400,29432,5153,11430,1966,14888,1723,9530,7823,2851
10/16/12,1500,29267,5109,11531,1940,14746,1697,9479,7698,2870
10/16/12,1600,29168,5002,11481,1902,14618,1685,9506,7546,2891
10/16/12,1700,29345,5023,11367,1880,14338,1676,9563,7407,2889
10/16/12,1800,29773,4994,11277,1880,14386,1681,9618,7393,2878
10/16/12,1900,31139,5251,11277,1897,14579,1715,9961,7530,2881
10/16/12,2000,32174,5594,11820,2012,15213,1765,10351,7999,3052
10/16/12,2100,31458,5559,11945,2012,15330,1736,10133,7908,3042
10/16/12,2200,29741,5337,11599,1915,14772,1692,9451,7590,2887
10/16/12,2300,27372,5001,11080,1780,14437,1577,8713,7076,2661
10/16/12,2400,25325,4733,10239,1658,13448,1469,8083,6732,2472
10/15/12,100,22143,3865,8624,1416,11537,1305,7194,5729,2142
10/15/12,200,21351,3739,8237,1373,10663,1257,6927,5546,2081
10/15/12,300,20922,3766,8030,1349,10673,1245,6778,5433,2033
10/15/12,400,20852,3692,7953,1350,10564,1256,6827,5346,2020
10/15/12,500,21463,3773,7962,1380,10664,1267,6997,5488,2048
10/15/12,600,23337,4118,8198,1501,11171,1362,7676,5923,2231
10/15/12,700,26938,4621,8975,1739,12286,1529,8841,6742,2529
10/15/12,800,29076,4924,10252,1906,13291,1629,9554,7333,2755
10/15/12,900,29806,4928,10889,1931,13784,1663,9530,7434,2785
10/15/12,1000,30405,4965,11145,1947,14004,1697,9704,7557,2819
10/15/12,1100,31096,5046,11185,1972,14266,1705,9948,7704,2871
10/15/12,1200,31342,5087,11275,1986,14523,1734,10057,7689,2878
10/15/12,1300,31494,5144,11244,1996,14557,1730,10247,7743,2877
10/15/12,1400,31486,5148,11193,1984,14729,1739,10044,7805,2879
10/15/12,1500,31218,5084,11225,1951,14530,1735,9991,7682,2866
10/15/12,1600,31208,5031,11133,1930,14532,1709,10084,7609,2831
10/15/12,1700,31305,5061,10996,1922,14401,1689,9941,7554,2825
10/15/12,1800,31589,5091,10896,1908,14542,1704,10087,7632,2798
10/15/12,1900,32490,5268,10927,1930,14786,1758,10720,7787,2814
10/15/12,2000,32661,5455,11522,2033,15319,1773,10729,8020,2970
10/15/12,2100,31529,5345,11678,2026,15512,1721,10307,7879,2978
10/15/12,2200,29700,5095,11448,1930,14626,1660,9645,7620,2844
10/15/12,2300,27259,4743,10959,1803,14113,1522,8795,7132,2615
10/15/12,2400,24732,4447,10153,1683,13215,1402,7982,6644,2399
10/14/12,100,23309,3956,8972,1384,11674,1273,7604,5562,2182
10/14/12,200,22291,3826,8543,1325,11056,1225,7332,5384,2082
10/14/12,300,21669,3743,8160,1282,10846,1198,7192,5250,2022
10/14/12,400,21323,3687,8017,1257,10763,1187,7156,5169,1980
10/14/12,500,21303,3655,7911,1244,10889,1174,7251,5205,1971
10/14/12,600,21642,3768,7847,1261,11006,1194,7437,5231,1986
10/14/12,700,22511,3891,7969,1298,11238,1238,7793,5375,2026
10/14/12,800,23286,4067,8171,1362,11387,1256,8168,5625,2079
10/14/12,900,24484,4252,8341,1413,12109,1302,8652,5757,2159
10/14/12,1000,25449,4430,8604,1483,12346,1351,8889,6006,2271
10/14/12,1100,25920,4440,9037,1535,12437,1385,8888,6148,2367
10/14/12,1200,25965,4411,9299,1567,12616,1422,8813,6281,2443
10/14/12,1300,25796,4414,9549,1594,12699,1444,8845,6208,2479
10/14/12,1400,25526,4383,9507,1610,12876,1459,8861,6197,2488
10/14/12,1500,25395,4313,9508,1593,12759,1468,8832,6185,2512
10/14/12,1600,25484,4345,9544,1578,12842,1476,8927,6206,2535
10/14/12,1700,25897,4388,9567,1592,12896,1482,9052,6354,2573
10/14/12,1800,26632,4488,9641,1628,12995,1505,9239,6431,2627
10/14/12,1900,28257,4690,9882,1656,13260,1545,9669,6628,2651
10/14/12,2000,29470,4996,10262,1726,13908,1610,10103,7005,2773
10/14/12,2100,28858,4931,10339,1747,14147,1590,9865,7011,2789
10/14/12,2200,27334,4665,10119,1690,13533,1534,9260,6777,2665
10/14/12,2300,25455,4410,9776,1594,12991,1453,8550,6400,2501
10/14/12,2400,23559,4093,9191,1502,12317,1377,7771,5984,2310
10/13/12,100,24298,4529,9508,1543,12602,1391,7744,6294,2311
10/13/12,200,23390,4420,8946,1479,12299,1342,7494,6056,2215
10/13/12,300,22978,4376,8593,1450,12106,1320,7502,5910,2172
10/13/12,400,22875,4436,8369,1443,12574,1308,7432,5892,2152
10/13/12,500,23126,4513,8271,1463,12242,1315,7610,5922,2147
10/13/12,600,24037,4669,8291,1511,12381,1348,7959,6036,2239
10/13/12,700,25600,4898,8538,1597,12922,1407,8576,6391,2339
10/13/12,800,26838,5146,8956,1702,13703,1463,9116,6661,2491
10/13/12,900,27993,5251,9256,1745,14123,1499,9615,6827,2570
10/13/12,1000,28262,5237,9564,1785,14295,1528,9612,7006,2626
10/13/12,1100,28017,5107,9894,1775,14027,1537,9436,6951,2628
10/13/12,1200,27441,4906,10158,1745,13655,1533,9199,6879,2592
10/13/12,1300,26794,4737,10321,1702,13394,1518,8899,6702,2576
10/13/12,1400,26157,4577,10229,1678,13384,1484,8676,6515,2531
10/13/12,1500,25699,4474,10057,1639,12924,1474,8509,6393,2508
10/13/12,1600,25522,4442,9918,1627,12641,1483,8489,6320,2497
10/13/12,1700,25788,4426,9956,1625,12794,1480,8476,6370,2516
10/13/12,1800,26361,4476,10023,1633,12770,1478,8565,6439,2493
10/13/12,1900,27978,4642,10221,1658,13014,1516,8966,6601,2548
10/13/12,2000,29082,4901,10545,1739,13462,1559,9425,6887,2671
10/13/12,2100,28741,4848,10534,1717,13691,1542,9224,6795,2682
10/13/12,2200,27862,4699,10375,1666,13356,1493,9030,6630,2599
10/13/12,2300,26409,4444,10074,1588,12780,1404,8519,6272,2476
10/13/12,2400,24762,4179,9558,1486,12020,1328,7992,5946,2331
10/12/12,100,23794,4394,9413,1625,13160,1387,7643,6412,2377
10/12/12,200,22886,4351,8906,1557,12692,1361,7406,6189,2290
10/12/12,300,22458,4349,8554,1519,12362,1349,7271,6043,2231
10/12/12,400,22438,4307,8405,1506,12564,1318,7347,6055,2225
10/12/12,500,22972,4422,8397,1532,12970,1349,7655,6152,2269
10/12/12,600,24923,4799,8615,1642,13108,1436,8348,6521,2421
10/12/12,700,28530,5379,9360,1855,14361,1568,9682,7175,2710
10/12/12,800,30278,5582,10567,2009,15322,1672,10217,7670,2915
10/12/12,900,30383,5480,11098,2009,15368,1702,10067,7720,2887
10/12/12,1000,30329,5386,11249,2022,15283,1721,9848,7757,2894
10/12/12,1100,30509,5430,11274,2023,14985,1761,9803,7840,2935
10/12/12,1200,30424,5311,11366,1998,14845,1764,9679,7742,2877
10/12/12,1300,30027,5233,11283,1975,14777,1731,9562,7704,2864
10/12/12,1400,29795,5157,11208,1947,14542,1726,9434,7663,2868
10/12/12,1500,29258,5042,11166,1918,14401,1721,9329,7514,2826
10/12/12,1600,28968,4935,11012,1853,13989,1677,9165,7335,2786
10/12/12,1700,29009,4907,10854,1834,13899,1671,9259,7224,2746
10/12/12,1800,29307,4917,10734,1799,13737,1645,9270,7186,2704
10/12/12,1900,30141,5043,10694,1779,13866,1652,9516,7176,2678
10/12/12,2000,31041,5345,11211,1860,14125,1707,9819,7552,2790
10/12/12,2100,30450,5302,11401,1874,14385,1683,9584,7578,2778
10/12/12,2200,29356,5191,11180,1830,14286,1630,9227,7373,2736
10/12/12,2300,27696,5000,10847,1746,14033,1564,8649,7080,2601
10/12/12,2400,25790,4741,10176,1638,13235,1484,8162,6642,2425
10/11/12,100,23093,4484,9656,1668,13169,1438,7280,6518,2489
10/11/12,200,22188,4287,9183,1624,13005,1397,7016,6303,2414
10/11/12,300,21772,4233,8883,1604,12859,1378,6876,6257,2369
10/11/12,400,21711,4269,8746,1598,13040,1356,6960,6266,2393
10/11/12,500,22316,4369,8708,1649,13359,1399,7223,6381,2470
10/11/12,600,24375,4713,8888,1771,14211,1489,7978,6802,2665
10/11/12,700,28065,5338,9626,2008,15730,1623,9309,7640,3008
10/11/12,800,29825,5565,10821,2153,16641,1679,9814,8074,3204
10/11/12,900,29914,5569,11337,2126,16481,1701,9700,8085,3179
10/11/12,1000,29909,5471,11435,2105,16291,1710,9680,8073,3131
10/11/12,1100,29879,5407,11462,2092,15860,1724,9634,8006,3104
10/11/12,1200,29652,5332,11531,2054,15478,1695,9527,7949,3039
10/11/12,1300,29470,5207,11524,2029,15216,1700,9384,7887,2996
10/11/12,1400,29404,5182,11505,2009,15046,1727,9387,7809,2970
10/11/12,1500,29141,5081,11522,1966,14742,1699,9303,7659,2948
10/11/12,1600,29055,5007,11438,1936,14389,1691,9315,7511,2930
10/11/12,1700,29216,4995,11312,1902,14340,1698,9336,7370,2894
10/11/12,1800,29619,5175,11213,1882,14141,1654,9350,7286,2879
10/11/12,1900,30697,5199,11207,1884,14360,1660,9713,7380,2858
10/11/12,2000,32115,5532,11680,1999,15221,1741,10239,7847,2972
10/11/12,2100,31440,5537,11790,2019,15327,1726,10054,7906,2995
10/11/12,2200,29872,5285,11521,1947,14946,1641,9476,7623,2889
10/11/12,2300,27554,4958,11013,1827,14187,1556,8757,7227,2723
10/11/12,2400,25550,4663,10221,1718,13494,1493,8137,6813,2524
10/10/12,100,23364,4349,9445,1586,12722,1365,7301,6295,2362
10/10/12,200,22414,4207,8920,1532,12424,1341,7098,6100,2287
10/10/12,300,21869,4204,8598,1505,12318,1310,6910,6015,2241
10/10/12,400,21739,4208,8479,1491,12307,1308,6903,5948,2220
10/10/12,500,22239,4298,8455,1522,12546,1353,7102,6128,2264
10/10/12,600,24132,4579,8675,1635,13191,1424,7794,6532,2444
10/10/12,700,27717,5056,9413,1862,14658,1573,9078,7262,2751
10/10/12,800,29751,5343,10750,2019,15449,1659,9539,7664,2944
10/10/12,900,30016,5261,11293,2009,15346,1680,9472,7742,2949
10/10/12,1000,30241,5222,11426,2011,15350,1693,9437,7829,2926
10/10/12,1100,30536,5215,11486,2023,15198,1706,9513,7928,2938
10/10/12,1200,30515,5197,11556,1997,15206,1739,9500,7861,2927
10/10/12,1300,30341,5186,11493,1993,15173,1754,9493,7814,2907
10/10/12,1400,30250,5188,11448,1978,15026,1759,9562,7785,2903
10/10/12,1500,30001,5125,11405,1956,14856,1754,9550,7642,2896
10/10/12,1600,29899,5051,11323,1918,14701,1716,9540,7576,2869
10/10/12,1700,30046,5093,11182,1898,14605,1703,9651,7525,2852
10/10/12,1800,30327,5214,11088,1892,14633,1686,9649,7563,2835
10/10/12,1900,31268,5286,11084,1904,14855,1701,9963,7734,2875
10/10/12,2000,32231,5597,11594,2023,15603,1747,10340,8136,3022
10/10/12,2100,31388,5576,11883,2053,15772,1746,10019,8080,3059
10/10/12,2200,29659,5332,11683,1988,15442,1696,9369,7771,2982
10/10/12,2300,27172,4975,11219,1869,14537,1600,8605,7264,2782
10/10/12,2400,24889,4659,10400,1747,13703,1512,7792,6803,2618
10/09/12,100,23689,4611,9368,1632,13297,1332,7785,6547,2381
10/09/12,200,22644,4548,8886,1577,12932,1298,7506,6363,2299
10/09/12,300,22088,4535,8571,1542,12746,1317,7377,6262,2231
10/09/12,400,22022,4509,8394,1541,12693,1309,7399,6244,2237
10/09/12,500,22529,4691,8380,1574,12972,1338,7604,6353,2295
10/09/12,600,24355,4913,8554,1711,13608,1429,8330,6864,2499
10/09/12,700,28171,5266,9283,1947,15056,1577,9582,7663,2832
10/09/12,800,30194,5547,10540,2085,15820,1652,10076,8116,3017
10/09/12,900,30468,5448,11022,2058,15826,1696,10017,8101,2975
10/09/12,1000,30580,5434,11219,2052,15842,1679,9985,7989,2969
10/09/12,1100,30839,5409,11339,2033,15687,1694,9929,8028,2938
10/09/12,1200,30793,5318,11435,2006,15314,1686,9839,7980,2885
10/09/12,1300,30656,5206,11436,1987,15213,1695,9790,7791,2874
10/09/12,1400,30538,5094,11502,1987,15099,1706,9682,7758,2845
10/09/12,1500,30272,5047,11496,1954,14808,1704,9592,7627,2820
10/09/12,1600,30112,5003,11441,1911,14586,1678,9522,7457,2816
10/09/12,1700,30357,5005,11312,1885,14515,1671,9609,7350,2829
10/09/12,1800,30906,5037,11202,1874,14419,1639,9783,7255,2815
10/09/12,1900,31883,5213,11234,1873,14530,1651,10169,7352,2791
10/09/12,2000,32597,5520,11749,1995,15304,1739,10527,7852,2958
10/09/12,2100,31757,5425,11910,2010,15457,1719,10178,7862,2994
10/09/12,2200,29902,5285,11571,1936,15086,1652,9550,7499,2888
10/09/12,2300,27347,4953,11018,1808,14190,1550,8656,7018,2704
10/09/12,2400,24983,4574,10213,1668,13330,1440,7889,6574,2516
10/08/12,100,22489,4223,8961,1538,12520,1288,7317,6123,2270
10/08/12,200,21654,4135,8595,1494,12182,1267,7042,5942,2190
10/08/12,300,21235,4112,8423,1481,12167,1256,6984,5900,2184
10/08/12,400,21271,4143,8341,1488,12091,1243,6959,5949,2215
10/08/12,500,21847,4236,8378,1539,12400,1266,7178,6083,2303
10/08/12,600,23561,4560,8641,1675,13194,1343,7303,6457,2479
10/08/12,700,26660,5045,9401,1905,14654,1504,8043,7305,2814
10/08/12,800,28427,5397,10380,2064,15583,1594,9319,7869,3014
10/08/12,900,29294,5382,10924,2074,15785,1619,9750,7951,3027
10/08/12,1000,30021,5768,11174,2097,15833,1658,9696,7970,3053
10/08/12,1100,30432,5834,11326,2098,16004,1680,9868,8035,3068
10/08/12,1200,30580,5837,11407,2066,15943,1680,9876,7988,3052
10/08/12,1300,30519,5781,11367,2044,15850,1664,9827,7930,3073
10/08/12,1400,30470,5737,11334,2012,15678,1667,9689,7914,2988
10/08/12,1500,30147,5739,11299,1958,15365,1690,9652,7771,2935
10/08/12,1600,30059,5673,11184,1913,15105,1635,9693,7638,2893
10/08/12,1700,30431,5710,11032,1898,15120,1653,9789,7546,2883
10/08/12,1800,31065,5776,10932,1881,15135,1634,10085,7502,2871
10/08/12,1900,32208,5990,10956,1890,15284,1660,10487,7580,2887
10/08/12,2000,32871,6212,11449,2006,16048,1712,10622,8098,3028
10/08/12,2100,31931,6113,11753,2033,16080,1702,10274,8099,3061
10/08/12,2200,30164,5764,11489,1956,15566,1619,9633,7795,2965
10/08/12,2300,27739,5377,11014,1847,14686,1496,8855,7336,2761
10/08/12,2400,25433,5007,10157,1716,13859,1403,8107,6873,2536
10/07/12,100,22056,3768,8960,1393,11465,1277,7349,5663,2197
10/07/12,200,21025,3681,8479,1328,10901,1223,6936,5488,2107
10/07/12,300,20351,3580,8189,1297,10693,1193,6758,5347,2033
10/07/12,400,19987,3530,8010,1274,10576,1181,6581,5261,2001
10/07/12,500,19944,3523,7902,1273,10515,1171,6594,5304,2012
10/07/12,600,20269,3555,7941,1298,10718,1190,6703,5334,2029
10/07/12,700,21019,3717,8061,1349,11034,1233,6968,5545,2076
10/07/12,800,21894,3946,8351,1424,11546,1272,7000,5743,2155
10/07/12,900,23417,4186,8410,1489,12143,1313,7756,5972,2271
10/07/12,1000,24891,4415,8716,1557,12644,1355,8416,6223,2382
10/07/12,1100,25788,4503,8943,1587,12824,1402,8235,6387,2458
10/07/12,1200,26326,4561,9064,1607,13019,1428,8854,6432,2485
10/07/12,1300,26546,4583,9090,1627,13047,1449,8850,6553,2504
10/07/12,1400,26439,4541,9121,1615,13026,1448,8778,6576,2485
10/07/12,1500,26191,4527,9048,1592,12978,1451,8810,6647,2461
10/07/12,1600,26200,4545,9010,1591,12943,1445,8799,6570,2461
10/07/12,1700,26691,4641,8966,1624,12960,1469,8731,6555,2524
10/07/12,1800,27429,4722,8952,1644,13108,1479,9171,6614,2524
10/07/12,1900,28651,4826,9127,1680,13409,1505,9549,6707,2485
10/07/12,2000,29173,5059,9744,1785,14203,1562,9761,7224,2685
10/07/12,2100,28523,5037,10279,1790,14246,1535,9464,7255,2727
10/07/12,2200,27217,4852,10151,1745,13855,1498,8954,6973,2657
10/07/12,2300,25444,4609,9924,1673,13327,1430,8358,6682,2523
10/07/12,2400,23865,4373,9433,1593,12714,1347,7788,6381,2375
10/06/12,100,24562,4069,9488,1432,11524,1355,7883,5878,2200
10/06/12,200,23204,3866,8969,1362,11106,1294,7446,5694,2090
10/06/12,300,22317,3755,8600,1322,10895,1264,7182,5522,2004
10/06/12,400,21719,3706,8435,1300,10720,1225,6999,5388,1982
10/06/12,500,21675,3721,8260,1308,10735,1210,6897,5390,1988
10/06/12,600,22122,3771,8406,1358,11025,1219,7101,5497,2048
10/06/12,700,23138,3893,8627,1450,11413,1248,7495,5834,2155
10/06/12,800,24049,4105,9124,1552,11923,1309,7804,6111,2270
10/06/12,900,25817,4316,9310,1631,12151,1369,8515,6323,2365
10/06/12,1000,27457,4505,9634,1701,12414,1410,9174,6597,2482
10/06/12,1100,28641,4652,9866,1724,13130,1451,9716,6664,2531
10/06/12,1200,29401,4690,9905,1706,13235,1473,10163,6618,2534
10/06/12,1300,29847,4626,9880,1674,13031,1457,10551,6601,2521
10/06/12,1400,29793,4560,9712,1645,13005,1461,10613,6490,2482
10/06/12,1500,29269,4494,9597,1612,12843,1435,10528,6339,2445
10/06/12,1600,28671,4436,9492,1577,12767,1441,10558,6328,2401
10/06/12,1700,28295,4412,9476,1576,12760,1434,10549,6339,2381
10/06/12,1800,27931,4427,9570,1549,12696,1428,10327,6369,2387
10/06/12,1900,28053,4425,9736,1557,12704,1435,10150,6487,2421
10/06/12,2000,29039,4679,10252,1651,13331,1509,10306,6797,2592
10/06/12,2100,28325,4652,10449,1672,13409,1504,10009,6819,2616
10/06/12,2200,27113,4534,10267,1624,13140,1469,9387,6636,2552
10/06/12,2300,25456,4305,9961,1554,12544,1399,8737,6376,2447
10/06/12,2400,23680,4061,9516,1464,11966,1336,8009,5964,2329
10/05/12,100,24854,4183,9277,1575,12091,1312,8092,6188,2400
10/05/12,200,23445,4020,8726,1499,11605,1297,7608,5889,2271
10/05/12,300,22668,3922,8376,1439,11314,1262,7402,5791,2194
10/05/12,400,22311,3887,8165,1425,11141,1247,7280,5761,2161
10/05/12,500,22616,3993,8082,1443,11461,1273,7359,5750,2180
10/05/12,600,24182,4241,8252,1545,11964,1336,7866,6142,2339
10/05/12,700,27377,4695,8877,1764,13269,1491,9061,6870,2664
10/05/12,800,29076,4887,9991,1905,14043,1580,9499,7374,2808
10/05/12,900,29974,4955,10582,1905,14130,1608,9719,7512,2845
10/05/12,1000,31005,5045,10829,1937,14325,1656,10172,7666,2929
10/05/12,1100,32052,5160,11019,1973,14642,1724,10611,7858,3000
10/05/12,1200,32887,5300,11193,1996,14859,1774,11002,7869,3059
10/05/12,1300,33650,5335,11235,2013,15037,1794,11330,7854,3102
10/05/12,1400,34423,5397,11235,2004,15102,1797,11586,7886,3146
10/05/12,1500,34883,5443,11259,1999,15189,1810,11982,7741,3188
10/05/12,1600,35220,5438,11177,1967,15090,1776,12150,7539,3153
10/05/12,1700,35237,5449,11053,1939,14965,1752,12230,7469,3112
10/05/12,1800,34594,5401,10992,1895,14688,1722,11907,7431,3052
10/05/12,1900,33897,5319,11025,1848,14510,1679,11377,7445,2957
10/05/12,2000,34065,5445,11383,1868,14704,1713,11373,7566,2962
10/05/12,2100,32905,5312,11385,1830,14520,1685,10833,7446,2858
10/05/12,2200,31260,5043,11195,1771,13965,1620,10121,7186,2743
10/05/12,2300,28967,4680,10789,1662,13317,1521,9481,6772,2551
10/05/12,2400,26579,4343,10117,1539,12309,1432,8611,6268,2345
10/04/12,100,26353,4381,9520,1552,12034,1385,9253,6218,2348
10/04/12,200,25009,4186,8934,1484,11505,1327,8694,5962,2238
10/04/12,300,24232,4109,8572,1434,11231,1297,8395,5815,2156
10/04/12,400,23795,4075,8346,1413,11119,1279,8281,5754,2141
10/04/12,500,24269,4081,8264,1443,11244,1305,8360,5866,2153
10/04/12,600,26183,4334,8443,1565,11947,1374,8913,6234,2300
10/04/12,700,29941,4845,9034,1796,13336,1522,10220,7045,2618
10/04/12,800,32014,5145,10210,1936,14178,1618,10780,7465,2837
10/04/12,900,32973,5198,10790,1925,14272,1635,10851,7494,2847
10/04/12,1000,33878,5240,11193,1952,14427,1682,11117,7678,2901
10/04/12,1100,34700,5365,11538,2003,14800,1719,11477,7864,2969
