DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE
03/11/11,2100,33557,6342,12240,2123,17788,1791,11505
03/11/11,2200,32314,6138,11964,2071,17546,1736,11168
03/11/11,2300,30454,5823,11555,1950,16865,1639,10663
03/11/11,2400,28484,5484,10931,1847,16205,1544,10134
03/10/11,100,27552,5133,10482,1700,14390,1447,8725
03/10/11,200,26656,5030,10003,1642,13910,1407,8358
03/10/11,300,26096,4935,9716,1614,13809,1391,8302
03/10/11,400,25957,4934,9588,1616,13783,1384,8233
03/10/11,500,26572,4979,9625,1664,13985,1390,8534
03/10/11,600,28691,5346,9913,1799,14947,1444,9319
03/10/11,700,32243,5825,10646,2044,16478,1596,10451
03/10/11,800,33986,5973,11751,2183,17159,1677,10887
03/10/11,900,34245,5911,12400,2218,17101,1709,10717
03/10/11,1000,34413,5931,12683,2265,17193,1743,10602
03/10/11,1100,34563,5894,12796,2288,17427,1769,10546
03/10/11,1200,34467,5880,12897,2299,17470,1789,10392
03/10/11,1300,34256,5818,12865,2306,17576,1763,10267
03/10/11,1400,34090,5777,12805,2292,17494,1762,10182
03/10/11,1500,33766,5767,12774,2280,17507,1729,10087
03/10/11,1600,33771,5723,12678,2269,17394,1749,10121
03/10/11,1700,34384,5868,12511,2273,17604,1772,10332
03/10/11,1800,35347,6086,12383,2339,17905,1775,10677
03/10/11,1900,36160,6256,12497,2379,18472,1792,11069
03/10/11,2000,35576,6267,13189,2403,18801,1782,11001
03/10/11,2100,34455,6181,13156,2372,18635,1751,10740
03/10/11,2200,32569,5999,12839,2291,18349,1663,10223
03/10/11,2300,29988,5660,12369,2145,17560,1597,9440
03/10/11,2400,27571,5368,11533,2022,16658,1515,8823
03/09/11,100,27933,5215,10325,1718,14664,1415,9546
03/09/11,200,27305,5114,9796,1670,14439,1389,9392
03/09/11,300,27023,5123,9537,1654,14411,1379,9454
03/09/11,400,27166,5084,9420,1646,14424,1347,9590
03/09/11,500,27990,5308,9421,1694,14740,1399,9969
03/09/11,600,30373,5699,9723,1847,15600,1523,10852
03/09/11,700,34058,6213,10440,2127,17304,1651,12105
03/09/11,800,35520,6395,11487,2248,17962,1734,12449
03/09/11,900,35313,6327,12138,2246,18070,1789,12133
03/09/11,1000,35081,6362,12321,2253,18093,1793,11520
03/09/11,1100,35022,6399,12405,2280,18258,1827,11502
03/09/11,1200,34531,6389,12455,2262,18109,1834,11191
03/09/11,1300,34238,6381,12346,2261,17937,1825,11072
03/09/11,1400,34130,6419,12250,2252,17830,1816,10973
03/09/11,1500,33946,6323,12254,2218,17577,1811,10857
03/09/11,1600,34211,6239,12217,2163,17431,1801,10898
03/09/11,1700,34948,6387,12261,2150,17364,1811,11107
03/09/11,1800,36324,6519,12409,2168,17524,1832,11567
03/09/11,1900,37634,6689,12824,2203,17831,1876,12080
03/09/11,2000,37138,6641,13007,2212,17870,1858,11930
03/09/11,2100,36226,6485,12838,2154,17540,1816,11580
03/09/11,2200,34336,6235,12542,2067,17009,1760,10938
03/09/11,2300,31838,5818,12034,1921,16095,1641,10105
03/09/11,2400,29340,5382,11250,1797,15104,1521,9265
03/08/11,100,28198,5478,10596,1880,15905,1461,9750
03/08/11,200,27567,5449,10116,1825,15737,1439,9709
03/08/11,300,27393,5483,9859,1800,15654,1437,9811
03/08/11,400,27714,5527,9691,1782,15760,1414,10177
03/08/11,500,28767,5700,9659,1829,16095,1473,10714
03/08/11,600,31306,6066,9923,1976,16965,1533,11840
03/08/11,700,34978,6668,10662,2264,18589,1668,13190
03/08/11,800,35983,6725,11599,2294,19008,1730,13293
03/08/11,900,35124,6533,12137,2303,18631,1780,12405
03/08/11,1000,34297,6327,12247,2268,18265,1772,11659
03/08/11,1100,33713,6228,12162,2236,17807,1785,11216
03/08/11,1200,33116,6087,12161,2157,17089,1774,10879
03/08/11,1300,32444,5992,12083,2106,16690,1769,10488
03/08/11,1400,32093,5858,12020,2071,16381,1738,10287
03/08/11,1500,31735,5737,12012,2028,15981,1709,10018
03/08/11,1600,31598,5592,11943,1987,15603,1691,9880
03/08/11,1700,31941,5612,11973,1991,15627,1675,10017
03/08/11,1800,33015,5789,12292,2021,16016,1674,10514
03/08/11,1900,35593,6215,12707,2102,16886,1752,11647
03/08/11,2000,36081,6409,13144,2151,17379,1783,12018
03/08/11,2100,35508,6340,12850,2120,17267,1755,11916
03/08/11,2200,34049,6183,12529,2037,16914,1717,11405
03/08/11,2300,31576,5772,11942,1905,16126,1616,10672
03/08/11,2400,29421,5459,11073,1795,15255,1513,9941
03/07/11,100,25959,5325,10241,1826,15688,1486,9045
03/07/11,200,25465,5269,9882,1798,15479,1454,9026
03/07/11,300,25492,5330,9726,1784,15395,1432,9107
03/07/11,400,25973,5376,9626,1802,15548,1467,9387
03/07/11,500,27085,5587,9673,1861,15917,1513,9899
03/07/11,600,29662,5925,9989,2017,16831,1599,10926
03/07/11,700,33332,6462,10742,2260,18350,1733,12368
03/07/11,800,34895,6603,11687,2350,18945,1804,12713
03/07/11,900,34821,6550,12234,2370,18852,1831,12149
03/07/11,1000,34522,6395,12547,2364,18600,1822,11731
03/07/11,1100,34365,6320,12677,2342,18270,1847,11435
03/07/11,1200,33888,6188,12770,2284,17753,1824,11110
03/07/11,1300,33341,6053,12652,2242,17376,1832,10751
03/07/11,1400,32778,5876,12610,2193,16937,1781,10447
03/07/11,1500,32275,5754,12613,2144,16577,1745,10172
03/07/11,1600,31981,5689,12553,2090,16277,1734,9988
03/07/11,1700,32249,5669,12449,2080,16408,1734,10152
03/07/11,1800,33541,5878,12511,2121,16726,1789,10708
03/07/11,1900,36227,6304,12836,2223,17642,1814,11820
03/07/11,2000,36662,6484,13273,2307,18276,1826,12130
03/07/11,2100,36091,6476,13099,2291,18376,1817,11970
03/07/11,2200,34464,6302,12800,2211,18045,1781,11423
03/07/11,2300,31946,5951,12225,2081,17311,1662,10715
03/07/11,2400,29744,5684,11337,1960,16518,1557,10036
03/06/11,100,24027,4252,10482,1713,13549,1301,7739
03/06/11,200,23024,4103,10075,1668,13336,1258,7425
03/06/11,300,22418,4051,9711,1651,13216,1250,7267
03/06/11,400,22126,4040,9564,1646,13185,1310,7169
03/06/11,500,22123,4099,9429,1666,13390,1332,7198
03/06/11,600,22585,4199,9519,1699,13716,1356,7388
03/06/11,700,23350,4358,9645,1773,14189,1388,7691
03/06/11,800,24313,4596,9745,1851,14771,1441,8075
03/06/11,900,26063,4920,9889,1861,15562,1518,8720
03/06/11,1000,27450,5160,10247,1746,16273,1556,9141
03/06/11,1100,28307,5264,10428,2032,16229,1620,9355
03/06/11,1200,28727,5302,10549,2009,16182,1672,9343
03/06/11,1300,28811,5431,10551,1999,16225,1678,9347
03/06/11,1400,28735,5436,10431,1977,16327,1670,9401
03/06/11,1500,28748,5445,10329,1958,16370,1622,9452
03/06/11,1600,29008,5522,10204,1960,16310,1663,9554
03/06/11,1700,29905,5670,10189,2001,16436,1620,9751
03/06/11,1800,31411,5845,10379,2044,16795,1652,10142
03/06/11,1900,32667,6070,10902,2132,17503,1691,10700
03/06/11,2000,32638,6146,11816,2196,17969,1727,10885
03/06/11,2100,31934,6092,11826,2159,17840,1687,10681
03/06/11,2200,30728,5932,11681,2096,17319,1671,10324
03/06/11,2300,29008,5672,11333,1990,16675,1560,9798
03/06/11,2400,27159,5433,10783,1899,16063,1463,9290
03/05/11,100,27237,4878,10480,1610,13671,1430,9183
03/05/11,200,26245,4737,10000,1542,13388,1359,8932
03/05/11,300,25636,4689,9696,1492,13201,1354,8849
03/05/11,400,25306,4655,9506,1484,13173,1346,8767
03/05/11,500,25403,4662,9451,1491,13201,1345,8854
03/05/11,600,26098,4791,9505,1543,13534,1363,9145
03/05/11,700,27195,5001,9839,1641,13993,1417,9568
03/05/11,800,28286,5179,10234,1715,14395,1453,9932
03/05/11,900,29685,5397,10671,1804,15015,1517,10309
03/05/11,1000,30402,5498,11082,1889,15435,1579,10277
03/05/11,1100,30416,5520,11463,1934,15638,1605,10090
03/05/11,1200,29875,5413,11585,1932,15663,1606,9679
03/05/11,1300,29256,5337,11578,1909,15438,1587,9426
03/05/11,1400,28503,5233,11500,1873,15352,1580,9126
03/05/11,1500,27949,5111,11439,1836,15199,1569,8933
03/05/11,1600,27704,5068,11320,1836,15086,1552,8893
03/05/11,1700,27987,5113,11306,1857,15240,1544,8964
03/05/11,1800,29018,5241,11377,1907,15392,1555,9265
03/05/11,1900,30815,5409,11745,1987,15772,1629,9910
03/05/11,2000,30563,5402,12180,2015,15811,1568,9930
03/05/11,2100,29848,5239,12086,1997,15590,1533,9676
03/05/11,2200,28788,5056,11854,1950,15168,1475,9305
03/05/11,2300,27288,4803,11565,1876,14613,1411,8755
03/05/11,2400,25587,4494,11025,1786,14014,1394,8236
03/04/11,100,30369,5619,10416,1824,15307,1497,10906
03/04/11,200,29559,5533,9909,1772,14906,1469,10761
03/04/11,300,29238,5475,9622,1725,14757,1450,10759
03/04/11,400,29321,5527,9418,1716,14834,1444,10916
03/04/11,500,30114,5684,9391,1753,15189,1458,11387
03/04/11,600,32479,6065,9596,1881,15951,1552,12309
03/04/11,700,35994,6541,10226,2088,17366,1697,13527
03/04/11,800,37226,6668,11347,2194,17985,1759,13728
03/04/11,900,36552,6503,11976,2207,17725,1790,12981
03/04/11,1000,35707,6298,12190,2241,17500,1808,12187
03/04/11,1100,35099,6132,12271,2264,17484,1775,11669
03/04/11,1200,34284,5966,12166,2241,17243,1794,11133
03/04/11,1300,33499,5799,11981,2220,16886,1773,10699
03/04/11,1400,32900,5686,11830,2193,16560,1761,10351
03/04/11,1500,32248,5592,11793,2140,16261,1762,10066
03/04/11,1600,32069,5563,11765,2077,16000,1721,9904
03/04/11,1700,32550,5611,11871,2054,15874,1710,9979
03/04/11,1800,33845,5712,12206,2081,15942,1749,10397
03/04/11,1900,35633,5953,12527,2107,16435,1769,11261
03/04/11,2000,35274,5995,12606,2088,16591,1739,11368
03/04/11,2100,34513,5897,12478,2034,16393,1725,11216
03/04/11,2200,33153,5701,12300,1964,15984,1662,10872
03/04/11,2300,31204,5441,11912,1846,15375,1575,10294
03/04/11,2400,29113,5104,11180,1727,14449,1499,9676
03/03/11,100,29392,5595,11021,1871,15411,1600,9149
03/03/11,200,28921,5540,10536,1833,15311,1553,9151
03/03/11,300,28947,5618,10256,1819,15365,1557,9321
03/03/11,400,29341,5707,10098,1816,15571,1556,9641
03/03/11,500,30414,5893,10089,1887,15946,1574,10286
03/03/11,600,33114,6386,10333,2038,17072,1659,11542
03/03/11,700,37031,7013,11043,2295,18762,1799,13053
03/03/11,800,38408,7159,12099,2404,19321,1880,13354
03/03/11,900,37897,6963,12609,2370,18954,1920,12929
03/03/11,1000,37253,6789,12742,2350,18428,1936,12383
03/03/11,1100,36940,6630,12748,2340,17983,1928,12078
03/03/11,1200,36116,6485,12705,2294,17432,1908,11728
03/03/11,1300,35373,6252,12598,2246,16967,1862,11421
03/03/11,1400,34650,6088,12429,2197,16723,1832,11013
03/03/11,1500,33976,5955,12308,2158,16300,1803,10798
03/03/11,1600,33495,6045,12170,2113,16043,1765,10696
03/03/11,1700,34165,5953,12118,2091,16123,1750,10881
03/03/11,1800,35871,6160,12231,2122,16442,1755,11621
03/03/11,1900,38574,6609,12592,2208,17256,1847,12839
03/03/11,2000,38761,6768,13092,2278,17885,1881,13222
03/03/11,2100,38212,6683,12919,2242,17821,1850,13100
03/03/11,2200,36631,6504,12565,2157,17385,1776,12718
03/03/11,2300,34262,6184,12033,2033,16643,1645,12003
03/03/11,2400,31982,5832,11166,1915,15875,1562,11308
03/02/11,100,28533,5545,10505,1849,15536,1501,10278
03/02/11,200,27788,5473,10043,1797,15354,1477,10188
03/02/11,300,27598,5426,9790,1770,15222,1466,10254
03/02/11,400,27687,5423,9649,1760,15381,1463,10498
03/02/11,500,28567,5601,9672,1817,15724,1479,10942
03/02/11,600,31010,5980,9965,1958,16657,1523,11835
03/02/11,700,34521,6533,10764,2205,18289,1665,13180
03/02/11,800,35612,6580,11779,2292,18715,1756,13293
03/02/11,900,34911,6379,12269,2270,18180,1768,12413
03/02/11,1000,34161,6237,12412,2233,17576,1798,11374
03/02/11,1100,33528,6038,12475,2215,17034,1810,10833
03/02/11,1200,32973,5885,12527,2167,16535,1807,10411
03/02/11,1300,32355,5713,12437,2136,16167,1803,10010
03/02/11,1400,31995,5617,12362,2094,15920,1788,9762
03/02/11,1500,31611,5538,12306,2065,15541,1762,9549
03/02/11,1600,31442,5492,12166,2002,15206,1770,9500
03/02/11,1700,31886,5581,12118,1983,15258,1749,9521
03/02/11,1800,33200,5776,12224,2010,15540,1779,9921
03/02/11,1900,35802,6241,12694,2107,16553,1877,10798
03/02/11,2000,36266,6445,13402,2228,17369,1884,11190
03/02/11,2100,35915,6445,13350,2214,17426,1899,11033
03/02/11,2200,34620,6277,13090,2171,17267,1851,10600
03/02/11,2300,32637,6043,12595,2053,16634,1745,9968
03/02/11,2400,30632,5753,11750,1958,15893,1661,9417
03/01/11,100,26516,5292,10795,1917,15302,1520,7947
03/01/11,200,25968,5301,10351,1884,15047,1491,7889
03/01/11,300,25927,5290,10131,1877,15130,1481,7976
03/01/11,400,26225,5339,10005,1875,15198,1493,8218
03/01/11,500,27350,5542,10026,1936,15600,1503,8816
03/01/11,600,30014,6018,10314,2077,16667,1596,9992
03/01/11,700,33878,6555,11036,2326,18325,1747,11690
03/01/11,800,35423,6730,12041,2416,18998,1810,12238
03/01/11,900,35133,6585,12508,2385,18604,1822,11857
03/01/11,1000,34451,6397,12621,2322,17975,1861,11394
03/01/11,1100,34069,6291,12618,2292,17608,1849,11073
03/01/11,1200,33559,6130,12581,2243,17034,1820,10739
03/01/11,1300,32854,5939,12462,2197,16648,1796,10488
03/01/11,1400,32310,5806,12307,2141,16335,1779,10213
03/01/11,1500,31693,5653,12229,2097,16082,1753,9944
03/01/11,1600,31366,5537,12086,2029,15729,1743,9911
03/01/11,1700,31722,5583,12058,1998,15517,1708,10053
03/01/11,1800,33108,5790,12128,2021,15830,1719,10601
03/01/11,1900,35781,6267,12409,2129,16786,1806,11742
03/01/11,2000,36200,6475,12987,2239,17634,1859,12175
03/01/11,2100,35755,6533,12871,2214,17770,1855,12179
03/01/11,2200,34478,6339,12587,2158,17534,1797,11842
03/01/11,2300,32234,6016,12074,2042,16827,1671,11200
03/01/11,2400,30001,5727,11278,1933,16074,1586,10641
02/28/11,100,25168,4439,10288,1544,13134,1362,7723
02/28/11,200,24412,4390,9917,1495,12828,1313,7461
02/28/11,300,24163,4358,9707,1476,12626,1292,7427
02/28/11,400,24319,4354,9652,1458,12667,1319,7463
02/28/11,500,25165,4508,9694,1500,12997,1323,7803
02/28/11,600,27369,4853,9998,1621,13668,1396,8606
02/28/11,700,31157,5447,10809,1857,15097,1544,9863
02/28/11,800,33025,5652,11976,2014,15836,1651,10252
02/28/11,900,33138,5568,12620,2067,15995,1688,9971
02/28/11,1000,33023,5579,12764,2107,16177,1726,9810
02/28/11,1100,32987,5613,12752,2172,16446,1757,9734
02/28/11,1200,33075,5639,12769,2202,16566,1776,9685
02/28/11,1300,32919,5690,12635,2226,16709,1787,9783
02/28/11,1400,32697,5666,12479,2253,16788,1793,9801
02/28/11,1500,32349,5689,12373,2245,16803,1793,9692
02/28/11,1600,32297,5717,12198,2218,16660,1785,9757
02/28/11,1700,33009,5832,12059,2228,16814,1815,9882
02/28/11,1800,34373,6023,12126,2265,16930,1811,10370
02/28/11,1900,35239,6219,12583,2347,17529,1873,10772
02/28/11,2000,34713,6302,13257,2394,17919,1881,10644
02/28/11,2100,33879,6258,13169,2355,17840,1834,10320
02/28/11,2200,32132,6069,12900,2246,17444,1792,9735
02/28/11,2300,29924,5693,12400,2084,16662,1678,8980
02/28/11,2400,27845,5440,11527,2002,15845,1590,8315
02/27/11,100,27268,4992,10356,1686,14137,1424,9353
02/27/11,200,26276,4858,9890,1639,13860,1374,9115
02/27/11,300,25622,4791,9518,1598,13670,1352,8916
02/27/11,400,25354,4785,9372,1591,13640,1336,8890
02/27/11,500,25449,4779,9313,1593,13716,1320,8966
02/27/11,600,26050,4880,9371,1622,13815,1347,9208
02/27/11,700,26983,5027,9525,1680,14195,1382,9531
02/27/11,800,27697,5176,9664,1739,14562,1405,9866
02/27/11,900,28747,5375,9681,1803,15083,1455,10227
02/27/11,1000,29302,5450,9917,1841,15073,1487,10237
02/27/11,1100,29240,5340,9984,1812,14781,1507,9828
02/27/11,1200,28962,5177,10072,1776,14436,1520,9460
02/27/11,1300,28481,5054,10149,1753,14092,1509,9210
02/27/11,1400,27897,4934,10307,1706,13964,1496,8962
02/27/11,1500,27373,4869,10367,1670,13732,1483,8757
02/27/11,1600,27300,4697,10516,1652,13692,1460,8704
02/27/11,1700,27756,4761,10624,1677,13880,1456,8832
02/27/11,1800,29297,4970,11018,1757,14175,1495,9270
02/27/11,1900,31962,5328,11594,1860,14951,1600,10172
02/27/11,2000,32312,5497,11941,1898,15339,1623,10263
02/27/11,2100,31767,5409,11836,1861,15267,1613,10016
02/27/11,2200,30489,5213,11679,1792,14813,1578,9486
02/27/11,2300,28606,4919,11366,1700,14268,1496,8779
02/27/11,2400,26676,4632,10878,1610,13540,1418,8197
02/26/11,100,28924,5620,10806,1848,15794,1554,9446
02/26/11,200,28060,5482,10280,1775,15452,1516,9380
02/26/11,300,27661,5402,9972,1745,15377,1497,9432
02/26/11,400,27503,5401,9785,1736,15297,1492,9562
02/26/11,500,27710,5498,9739,1750,15558,1485,9825
02/26/11,600,28492,5622,9779,1812,15836,1517,10252
02/26/11,700,29775,5773,10096,1885,16382,1554,10865
02/26/11,800,30975,6032,10466,1964,16805,1595,11401
02/26/11,900,32483,6242,10751,2031,17304,1645,11643
02/26/11,1000,33124,6346,11216,2073,17055,1683,11522
02/26/11,1100,33073,6238,11411,2069,16888,1667,11144
02/26/11,1200,32161,6048,11588,2041,16393,1663,10623
02/26/11,1300,31152,5789,11574,2007,15958,1630,10138
02/26/11,1400,30251,5608,11458,1977,15580,1589,9780
02/26/11,1500,29483,5442,11428,1944,15217,1590,9440
02/26/11,1600,29227,5434,11267,1937,15018,1587,9352
02/26/11,1700,29805,5455,11314,1956,15077,1585,9462
02/26/11,1800,31359,5584,11456,1984,15326,1618,9930
02/26/11,1900,33467,5883,11925,2055,16012,1692,10819
02/26/11,2000,33349,5959,12181,2056,16280,1718,10995
02/26/11,2100,32860,5930,12039,2022,16044,1682,10911
02/26/11,2200,31960,5794,11845,1967,15672,1645,10775
02/26/11,2300,30415,5518,11478,1863,15179,1570,10342
02/26/11,2400,28761,5237,10967,1771,14588,1483,9868
02/25/11,100,27783,5442,10975,1934,15593,1509,8837
02/25/11,200,26792,5335,10444,1886,15187,1492,8571
02/25/11,300,26362,5248,10195,1862,15087,1460,8392
02/25/11,400,26304,5272,10064,1845,14970,1453,8366
02/25/11,500,26981,5373,10048,1903,15221,1480,8563
02/25/11,600,28996,5614,10286,2049,15899,1563,9263
02/25/11,700,32496,6163,10965,2247,17190,1705,10451
02/25/11,800,34402,6409,11942,2353,17522,1799,10883
02/25/11,900,34824,6315,12381,2383,17703,1833,10729
02/25/11,1000,34901,6285,12623,2425,17807,1865,10471
02/25/11,1100,34803,6295,12673,2409,17804,1892,10357
02/25/11,1200,34418,6286,12689,2362,17784,1907,10105
02/25/11,1300,33730,6246,12518,2349,17639,1917,9884
02/25/11,1400,33268,6267,12428,2313,17475,1904,9675
02/25/11,1500,32628,6216,12336,2288,17348,1875,9488
02/25/11,1600,32440,6317,12122,2235,17207,1865,9326
02/25/11,1700,33251,6410,11994,2216,17159,1872,9428
02/25/11,1800,34840,6510,12124,2199,17305,1893,9871
02/25/11,1900,36406,6739,12655,2264,17978,1938,10736
02/25/11,2000,36190,6778,12977,2300,18081,1881,10845
02/25/11,2100,35540,6665,12770,2251,17989,1846,10777
02/25/11,2200,34346,6455,12495,2188,17787,1795,10510
02/25/11,2300,32480,6086,12048,2085,17112,1702,10179
02/25/11,2400,30527,5833,11438,1956,16348,1634,9753
02/24/11,100,30681,5801,10890,1924,16030,1573,10771
02/24/11,200,30038,5767,10336,1871,15671,1553,10647
02/24/11,300,29960,5759,9989,1828,15519,1516,10828
02/24/11,400,30183,5792,9817,1815,15438,1510,10981
02/24/11,500,31164,5938,9793,1831,15804,1515,11428
02/24/11,600,33615,6313,10042,1958,16516,1580,12378
02/24/11,700,37424,6844,10771,2193,17995,1734,13707
02/24/11,800,38381,7001,11901,2316,18642,1814,13854
02/24/11,900,37436,6861,12468,2290,18455,1842,13072
02/24/11,1000,36558,6809,12683,2297,18381,1849,12379
02/24/11,1100,36119,6634,12683,2293,18404,1840,11816
02/24/11,1200,35583,6552,12651,2275,18367,1871,11363
02/24/11,1300,34885,6397,12566,2260,18213,1828,11042
02/24/11,1400,34464,6395,12544,2252,18024,1825,10891
02/24/11,1500,34145,6310,12576,2225,17744,1825,10816
02/24/11,1600,34184,6287,12525,2185,17527,1817,10926
02/24/11,1700,34806,6378,12603,2200,17663,1849,11211
02/24/11,1800,36306,6576,12851,2244,17942,1839,11691
02/24/11,1900,37524,6812,13392,2321,18503,1895,12163
02/24/11,2000,37144,6818,13584,2351,18588,1904,12065
02/24/11,2100,36215,6720,13386,2313,18465,1858,11757
02/24/11,2200,34398,6446,13015,2240,18087,1800,11073
02/24/11,2300,31883,6041,12538,2117,17233,1712,10257
02/24/11,2400,29483,5747,11757,2015,16287,1592,9428
02/23/11,100,31722,5971,11079,2022,16491,1607,11269
02/23/11,200,31183,5938,10578,1968,16147,1598,11192
02/23/11,300,31122,5948,10264,1943,16056,1568,11317
02/23/11,400,31468,6024,10095,1947,16084,1562,11553
02/23/11,500,32527,6189,10112,1975,16397,1588,11996
02/23/11,600,35146,6583,10394,2117,17191,1677,12961
02/23/11,700,39105,7087,11156,2347,18818,1805,14319
02/23/11,800,40208,7254,12316,2477,19417,1893,14583
02/23/11,900,39088,7106,12882,2466,19281,1918,13743
02/23/11,1000,37725,6877,13108,2475,19026,1919,12875
02/23/11,1100,36825,6640,13194,2469,18812,1917,12239
02/23/11,1200,35885,6508,13226,2435,18457,1915,11668
02/23/11,1300,34989,6291,13142,2393,18077,1905,11234
02/23/11,1400,34369,6243,13020,2371,17708,1878,10938
02/23/11,1500,33648,6075,12917,2312,17400,1811,10648
02/23/11,1600,33365,6008,12754,2257,17004,1820,10480
02/23/11,1700,33774,6027,12730,2252,17038,1797,10624
02/23/11,1800,35384,6297,12925,2284,17360,1824,11288
02/23/11,1900,38079,6745,13327,2382,18231,1945,12475
02/23/11,2000,38335,6891,13616,2442,18708,1945,12783
02/23/11,2100,37913,6834,13432,2403,18638,1907,12669
02/23/11,2200,36500,6661,13122,2305,18378,1851,12278
02/23/11,2300,34236,6321,12578,2170,17561,1746,11653
02/23/11,2400,32096,5998,11699,2022,16598,1643,11083
02/22/11,100,30620,5885,11016,1987,15261,1580,9559
02/22/11,200,30059,5828,10550,1941,15043,1555,9514
02/22/11,300,29914,5879,10234,1906,15006,1544,9598
02/22/11,400,30174,5932,10073,1902,15044,1543,9939
02/22/11,500,31230,6041,10069,1947,15379,1566,10555
02/22/11,600,33543,6272,10349,2067,16365,1646,11560
02/22/11,700,36683,6699,11137,2284,17779,1755,13057
02/22/11,800,38290,6959,12262,2425,18602,1821,13676
02/22/11,900,38920,7003,12768,2443,18663,1859,13699
02/22/11,1000,38507,6922,12965,2459,18686,1881,13627
02/22/11,1100,37919,6833,13040,2465,18838,1914,13336
02/22/11,1200,37139,6725,13126,2443,18726,1927,13122
02/22/11,1300,36451,6632,13102,2434,18447,1903,12937
02/22/11,1400,35912,6542,13082,2415,18324,1877,12674
02/22/11,1500,35228,6464,13066,2389,18055,1849,12555
02/22/11,1600,34898,6428,12950,2349,17949,1847,12584
02/22/11,1700,35388,6458,12927,2367,17971,1872,12863
02/22/11,1800,37201,6731,13020,2404,18345,1897,13467
02/22/11,1900,39683,7102,13538,2484,19158,2011,14206
02/22/11,2000,39741,7144,13823,2512,19402,2010,14150
02/22/11,2100,39087,7066,13625,2453,19242,1953,13886
02/22/11,2200,37504,6817,13283,2379,18696,1894,13282
02/22/11,2300,35214,6475,12719,2245,17804,1780,12409
02/22/11,2400,33077,6188,11855,2116,17054,1675,11619
02/21/11,100,27159,5048,10270,1709,14129,1453,8661
02/21/11,200,26457,4999,9838,1648,13873,1418,8483
02/21/11,300,26133,4917,9598,1605,13874,1400,8394
02/21/11,400,26173,4892,9514,1622,13878,1387,8433
02/21/11,500,26798,5056,9545,1610,14120,1408,8687
02/21/11,600,28352,5332,9809,1714,14741,1482,9218
02/21/11,700,30681,5729,10483,1920,15992,1607,10148
02/21/11,800,32235,6087,11411,2082,16839,1745,10593
02/21/11,900,33464,6255,12031,2128,17146,1781,10654
02/21/11,1000,34448,6368,12446,2212,17310,1822,10610
02/21/11,1100,35064,6453,12777,2264,17563,1854,10597
02/21/11,1200,35042,6456,13026,2298,17603,1892,10452
02/21/11,1300,34963,6394,13101,2323,17696,1864,10256
02/21/11,1400,34965,6357,13086,2317,17697,1868,10138
02/21/11,1500,34816,6341,13083,2322,17567,1852,10072
02/21/11,1600,34963,6459,12988,2317,17349,1870,10130
02/21/11,1700,35749,6555,12907,2338,17451,1911,10419
02/21/11,1800,37575,6764,13085,2400,17648,1955,11086
02/21/11,1900,38698,6977,13568,2477,18137,1990,11675
02/21/11,2000,38436,7007,13721,2480,18276,2005,11722
02/21/11,2100,37693,6909,13444,2425,17982,1985,11501
02/21/11,2200,36261,6714,13137,2322,17661,1907,11134
02/21/11,2300,34059,6396,12577,2190,16758,1793,10442
02/21/11,2400,32156,6092,11764,2084,16031,1664,9894
02/20/11,100,28914,5099,10311,1636,14723,1455,8928
02/20/11,200,28157,5066,9854,1591,14549,1411,8762
02/20/11,300,27846,5085,9622,1579,14470,1384,8835
02/20/11,400,27762,5100,9338,1574,14571,1386,8956
02/20/11,500,27920,5122,9306,1588,14671,1381,9228
02/20/11,600,28617,5334,9277,1618,14958,1409,9643
02/20/11,700,29638,5525,9427,1677,15434,1430,10222
02/20/11,800,30292,5692,9682,1759,16009,1469,10721
02/20/11,900,31180,5865,9872,1829,16399,1513,10990
02/20/11,1000,31534,5892,10207,1913,16545,1556,10985
02/20/11,1100,31517,5800,10676,1954,16480,1578,10751
02/20/11,1200,31126,5682,10794,1986,16241,1583,10328
02/20/11,1300,30526,5587,10988,2012,16110,1570,9882
02/20/11,1400,29735,5434,11006,1997,15939,1573,9529
02/20/11,1500,29048,5330,11008,1979,15768,1558,9269
02/20/11,1600,28925,5329,10978,1956,15773,1576,9190
02/20/11,1700,29583,5477,11047,1938,15874,1616,9437
02/20/11,1800,31553,5747,11370,1961,16136,1676,10168
02/20/11,1900,33668,6063,11884,2068,16649,1735,11015
02/20/11,2000,33514,6028,12027,2061,16761,1734,10963
02/20/11,2100,32890,5947,11886,2020,16562,1705,10775
02/20/11,2200,31805,5786,11679,1949,16017,1642,10363
02/20/11,2300,30209,5507,11310,1868,15458,1584,9758
02/20/11,2400,28476,5254,10815,1768,14691,1507,9168
02/19/11,100,24435,4546,10439,1611,13915,1401,7515
02/19/11,200,23625,4428,9912,1560,13630,1381,7245
02/19/11,300,23255,4452,9646,1531,13552,1352,7155
02/19/11,400,23195,4490,9447,1536,13730,1318,7152
02/19/11,500,23550,4558,9392,1564,13943,1321,7270
02/19/11,600,24501,4754,9506,1624,14409,1369,7638
02/19/11,700,25942,4991,9836,1730,15031,1426,8204
02/19/11,800,27191,5264,10269,1829,15678,1474,8777
02/19/11,900,28957,5460,10461,1893,16170,1520,9335
02/19/11,1000,30122,5593,10772,1946,16148,1574,9687
02/19/11,1100,30691,5663,10944,1935,16003,1598,9725
